estado_civil;modo_solicitud;orden_solicitud;curso;asistencia_diurna_vespertina;cualificacion_previa;nota_cualificacion_previa;nacionalidad;cualificacion_madre;cualificacion_padre;ocupacion_madre;ocupacion_padre;nota_admision;desplazado;necesidades_educativas_especiales;deudor;matricula_al_dia;genero;becado;edad_al_matricularse;internacional;asignaturas_1sem_convalidadas;asignaturas_1sem_matriculadas;asignaturas_1sem_evaluadas;asignaturas_1sem_aprobadas;nota_media_1sem;asignaturas_1sem_sin_evaluacion;asignaturas_2sem_convalidadas;asignaturas_2sem_matriculadas;asignaturas_2sem_evaluadas;asignaturas_2sem_aprobadas;nota_media_2sem;asignaturas_2sem_sin_evaluacion;tasa_desempleo;tasa_inflacion;pib;objetivo
soltero/a;cambio_de_curso;4;enfermeria;diurna;asistencia_previa_a_educacion_superior;118.9;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_no_cualificados;118.9;si;no;no;si;mujer;si;19;no;0;7;7;6;13.55;0;0;7;7;6;13.55;0;7.6;2.6;0.32;graduado
casado/a;mayor_de_23_anos;1;gestion_nocturno;vespertina;educacion_secundaria;160.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;160.0;no;no;no;si;mujer;no;35;no;0;5;5;5;11.6;0;0;5;6;5;11.166666666666666;0;15.5;2.8;-4.06;graduado
soltero/a;2a_fase_contingente_general;5;periodismo_y_comunicacion;diurna;educacion_secundaria;111.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;otro_11o_ano;trabajadoras_cualificadas_de_industria_construccion_y_artesania;tecnicos_y_profesiones_de_nivel_intermedio;115.9;si;no;no;si;mujer;no;22;no;0;6;7;6;13.571428571428571;0;0;6;7;6;15.285714285714286;0;13.9;-0.3;0.79;graduado
soltero/a;1a_fase_contingente_general;2;turismo;diurna;educacion_secundaria;111.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_cualificados_de_industria_construccion_y_artesania;109.3;si;no;no;si;mujer;si;20;no;0;6;6;6;13.833333333333334;0;0;6;6;6;15.0;0;11.1;0.6;2.02;graduado
soltero/a;1a_fase_contingente_general;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;123.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;113.9;si;no;si;no;mujer;no;18;no;0;6;7;4;11.25;0;0;6;9;4;10.857142857142858;0;10.8;1.4;1.74;abandono
soltero/a;1a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;133.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;121.8;si;no;no;si;mujer;si;18;no;0;6;7;5;10.2;0;0;6;9;4;11.25;0;12.4;0.5;1.79;graduado
soltero/a;titular_de_otro_curso_superior;1;enfermeria;diurna;educacion_superior_grado;140.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_de_servicios_personales_seguridad_y_vendedores;140.0;no;no;no;si;mujer;no;30;no;0;8;8;7;15.675714285714283;0;0;8;8;7;15.675714285714283;0;10.8;1.4;1.74;graduado
soltero/a;3a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;122.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;114.7;no;no;si;si;mujer;si;18;no;0;6;9;6;10.833333333333334;0;0;6;8;6;12.0;0;11.1;0.6;2.02;graduado
soltero/a;1a_fase_contingente_general;1;turismo;diurna;educacion_secundaria;128.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;operadores_de_instalaciones_y_maquinaria_y_montadores;120.0;si;no;no;si;mujer;si;20;no;0;6;6;6;14.5;0;0;6;7;5;15.0;0;12.4;0.5;1.79;matriculado
soltero/a;1a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;108.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;107.3;no;si;no;si;mujer;si;19;no;0;6;12;4;10.4;0;0;6;11;4;10.75;0;12.4;0.5;1.79;matriculado
soltero/a;2a_fase_contingente_general;1;enfermeria_veterinaria;diurna;educacion_secundaria;139.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;tecnicos_y_profesiones_de_nivel_intermedio;136.2;no;no;no;si;mujer;no;19;no;0;5;7;5;13.0;1;0;5;7;5;13.333333333333334;0;7.6;2.6;0.32;graduado
soltero/a;1a_fase_contingente_general;2;higiene_oral;diurna;educacion_secundaria;130.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;tecnicos_y_profesiones_de_nivel_intermedio;operadores_de_instalaciones_y_maquinaria_y_montadores;119.5;si;no;no;si;mujer;si;21;no;0;7;7;7;12.242857142857144;0;0;8;8;8;14.125;0;15.5;2.8;-4.06;graduado
soltero/a;3a_fase_contingente_general;1;educacion_basica;diurna;educacion_secundaria;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;empleadas_de_oficina_secretarias_y_operadoras_de_procesamiento_de_datos;montadores;106.0;si;no;si;si;mujer;no;21;no;0;7;7;7;13.0;0;0;7;8;6;12.5;0;8.9;1.4;3.51;matriculado
soltero/a;1a_fase_contingente_general;4;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;130.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;124.1;si;no;no;si;mujer;no;18;no;0;6;6;6;14.166666666666666;0;0;6;7;6;13.428571428571429;0;8.9;1.4;3.51;matriculado
soltero/a;1a_fase_contingente_general;3;gestion;diurna;educacion_secundaria;143.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_cualificados_de_industria_construccion_y_artesania;133.2;si;no;no;si;mujer;si;18;no;0;5;11;4;14.25;0;0;5;7;4;12.5;0;12.7;3.7;-1.7;graduado
divorciado/a;mayor_de_23_anos;1;enfermeria_veterinaria;diurna;educacion_secundaria;110.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;otra_situacion;otra_situacion;110.0;no;no;no;no;mujer;no;35;no;0;5;14;1;12.0;2;0;5;11;2;10.5;1;9.4;-0.8;-3.12;abandono
soltero/a;1a_fase_contingente_general;6;enfermeria;diurna;educacion_secundaria;120.0;brasilena;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;114.8;si;no;no;si;mujer;no;21;si;0;7;11;4;13.25;0;0;7;9;5;13.82;0;11.1;0.6;2.02;matriculado
soltero/a;1a_fase_contingente_general;1;enfermeria;diurna;educacion_secundaria;140.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;130.0;si;no;no;si;hombre;si;18;no;0;7;7;6;13.183333333333332;0;0;7;7;6;13.183333333333332;0;7.6;2.6;0.32;graduado
soltero/a;2a_fase_contingente_general;5;diseno_de_comunicacion;diurna;educacion_secundaria;125.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;122.6;si;no;no;si;hombre;no;22;no;0;6;6;1;11.0;0;0;6;6;0;0.0;0;9.4;-0.8;-3.12;matriculado
soltero/a;2a_fase_contingente_general;1;enfermeria;diurna;educacion_secundaria;134.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;133.5;si;no;no;si;hombre;si;20;no;0;7;8;7;11.9725;0;0;8;8;8;12.65125;0;15.5;2.8;-4.06;graduado
casado/a;mayor_de_23_anos;1;turismo;diurna;educacion_secundaria;130.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;personal_administrativo;trabajadores_cualificados_de_industria_construccion_y_artesania;120.0;si;no;no;si;mujer;no;34;no;0;6;7;5;12.4;0;0;6;8;5;12.8;0;9.4;-0.8;-3.12;graduado
casado/a;titular_de_otro_curso_superior;1;gestion;diurna;educacion_superior_grado;120.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;120.0;no;no;no;si;mujer;no;33;no;3;8;9;5;12.6;2;2;7;13;5;11.25;0;10.8;1.4;1.74;matriculado
soltero/a;1a_fase_contingente_general;3;enfermeria;diurna;educacion_secundaria;142.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;137.3;si;no;no;si;mujer;si;22;no;0;7;7;6;13.9;0;0;7;7;6;13.9;0;7.6;2.6;0.32;graduado
soltero/a;2a_fase_contingente_general;3;turismo;diurna;educacion_secundaria;127.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;123.5;si;no;no;si;mujer;si;20;no;0;6;11;4;11.5;0;0;6;12;3;11.0;0;7.6;2.6;0.32;matriculado
casado/a;mayor_de_23_anos;1;gestion;diurna;educacion_secundaria;140.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;agricultoras_y_trabajadoras_cualificadas_de_agricultura_pesca_y_silvicultura;profesiones_de_las_fuerzas_armadas;131.8;no;no;no;si;mujer;no;35;no;0;5;6;4;14.2;0;0;5;10;4;11.857142857142858;0;10.8;1.4;1.74;matriculado
casado/a;mayor_de_23_anos;1;gestion;diurna;educacion_secundaria;140.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;personal_administrativo;trabajadores_cualificados_de_industria_construccion_y_artesania;130.0;si;no;no;no;mujer;no;39;no;0;5;12;3;10.666666666666666;2;0;5;15;3;10.666666666666666;0;9.4;-0.8;-3.12;abandono
soltero/a;3a_fase_contingente_general;6;enfermeria;diurna;educacion_secundaria;142.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_de_servicios_personales_seguridad_y_vendedores;128.0;si;no;no;no;mujer;no;19;no;0;7;14;0;0.0;0;0;8;0;0;0.0;0;11.1;0.6;2.02;abandono
divorciado/a;mayor_de_23_anos;1;turismo;diurna;educacion_secundaria;120.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;operadores_de_instalaciones_y_maquinaria_y_montadores;95.0;no;no;no;si;mujer;si;36;no;0;6;10;6;11.0;0;0;6;14;3;11.333333333333334;0;10.8;1.4;1.74;graduado
soltero/a;1a_fase_contingente_general;2;enfermeria;diurna;educacion_secundaria;124.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;116.0;si;no;no;si;mujer;si;21;no;0;8;8;7;13.957142857142856;0;0;8;8;7;13.957142857142856;0;12.7;3.7;-1.7;graduado
soltero/a;1a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;157.0;portuguesa;educacion_superior_grado;educacion_basica_2o_ciclo_o_equivalente;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;trabajadores_de_servicios_personales_seguridad_y_vendedores;136.7;si;no;no;si;mujer;no;22;no;0;6;11;4;12.5;1;0;6;13;3;13.666666666666666;0;9.4;-0.8;-3.12;matriculado
casado/a;mayor_de_23_anos;1;servicio_social;diurna;educacion_secundaria;126.6;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;107.5;no;no;si;si;mujer;si;42;no;0;6;8;6;13.333333333333334;0;0;6;7;6;15.285714285714286;0;11.1;0.6;2.02;graduado
soltero/a;mayor_de_23_anos;1;ingenieria_informatica;diurna;educacion_secundaria;110.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;otra_situacion;otra_situacion;108.4;si;no;no;si;mujer;no;34;no;0;5;5;0;0.0;0;0;5;6;0;0.0;0;10.8;1.4;1.74;abandono
soltero/a;2a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;144.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;personal_administrativo;130.7;si;no;no;si;mujer;no;20;no;0;6;9;6;11.666666666666666;0;0;6;8;5;11.6;0;7.6;2.6;0.32;matriculado
casado/a;titular_de_diploma_de_especializacion_tecnologica;1;servicio_social_nocturno;vespertina;curso_de_especializacion_tecnologica;160.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;profesiones_de_las_fuerzas_armadas;155.9;no;no;no;si;mujer;no;33;no;3;6;7;6;15.714285714285714;0;2;6;7;6;15.5;0;13.9;-0.3;0.79;graduado
soltero/a;1a_fase_contingente_general;4;turismo;diurna;educacion_secundaria;105.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;106.1;si;no;no;si;mujer;no;20;no;0;6;8;5;11.0;0;0;6;9;5;11.4;0;13.9;-0.3;0.79;graduado
soltero/a;1a_fase_contingente_general;2;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;130.0;portuguesa;7o_ano;8o_ano;estudiante;trabajadores_de_servicios_personales_seguridad_y_vendedores;128.6;si;no;si;si;mujer;no;19;no;0;5;8;4;12.25;0;0;5;7;4;12.75;2;7.6;2.6;0.32;graduado
casado/a;cambio_de_curso;1;gestion_nocturno;vespertina;educacion_superior_grado;140.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;personal_administrativo;140.0;no;no;si;si;mujer;no;34;no;4;10;25;5;12.2;0;3;9;18;8;12.22222222222222;0;16.2;0.3;-0.92;abandono
soltero/a;1a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;138.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;145.0;si;no;no;si;mujer;no;18;no;0;5;6;5;13.0;0;0;5;5;5;14.0;0;7.6;2.6;0.32;graduado
soltero/a;2a_fase_contingente_general;1;servicio_social_nocturno;vespertina;educacion_secundaria;120.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;agricultoras_y_trabajadoras_cualificadas_de_agricultura_pesca_y_silvicultura;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;113.0;no;no;no;si;mujer;si;24;no;0;6;11;4;12.0;0;0;6;7;6;13.0;0;10.8;1.4;1.74;graduado
soltero/a;1a_fase_contingente_general;1;educacion_basica;diurna;educacion_secundaria;135.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;otro_11o_ano;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;137.1;si;no;no;si;mujer;no;18;no;0;6;6;6;13.333333333333334;0;0;6;7;6;12.333333333333334;0;7.6;2.6;0.32;graduado
soltero/a;1a_fase_contingente_general;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;119.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;profesiones_de_las_fuerzas_armadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;119.7;si;no;no;si;mujer;no;20;no;0;5;6;3;13.0;0;0;5;7;3;13.0;1;7.6;2.6;0.32;matriculado
soltero/a;2a_fase_contingente_general;1;enfermeria;diurna;educacion_secundaria;121.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;tecnicos_y_profesiones_de_nivel_intermedio;120.5;si;no;no;si;mujer;no;21;no;0;8;8;7;12.91;0;0;8;8;7;12.91;0;10.8;1.4;1.74;graduado
soltero/a;1a_fase_contingente_general;5;servicio_social;diurna;educacion_secundaria;126.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;trabajadores_de_servicios_personales_seguridad_y_vendedores;125.7;si;no;no;si;mujer;si;19;no;0;6;8;6;11.0;0;0;6;13;3;11.0;0;9.4;-0.8;-3.12;graduado
soltero/a;2a_fase_contingente_general;4;enfermeria;diurna;educacion_secundaria;132.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_cualificados_de_industria_construccion_y_artesania;125.5;no;no;no;si;mujer;si;19;no;0;7;8;6;13.579999999999998;0;0;8;8;8;12.93625;0;15.5;2.8;-4.06;graduado
soltero/a;1a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;128.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;124.5;si;no;no;si;mujer;si;18;no;0;6;10;4;12.4;0;0;6;8;6;12.5;0;12.4;0.5;1.79;graduado
divorciado/a;mayor_de_23_anos;1;servicio_social_nocturno;vespertina;educacion_secundaria;160.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;126.0;no;no;no;si;mujer;si;38;no;4;9;13;8;12.88888888888889;0;2;7;9;7;13.0;0;13.9;-0.3;0.79;graduado
soltero/a;1a_fase_contingente_general;1;animacion_y_diseno_multimedia;diurna;educacion_secundaria;125.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;personal_administrativo;136.2;si;no;si;si;hombre;no;21;no;6;12;12;11;11.545454545454543;0;4;11;18;9;11.7;1;8.9;1.4;3.51;matriculado
soltero/a;cambio_de_curso;1;gestion;diurna;educacion_secundaria;127.0;mozambiquena;educacion_secundaria_12o_ano_o_equivalente;educacion_superior_doctorado;trabajadoras_no_cualificadas;profesiones_de_las_fuerzas_armadas;124.2;si;no;no;si;hombre;no;23;si;0;5;6;1;10.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;matriculado
soltero/a;2a_fase_contingente_general;5;enfermeria;diurna;educacion_secundaria;147.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;tecnicos_y_profesiones_de_nivel_intermedio;138.5;si;no;no;si;mujer;no;19;no;0;8;8;8;14.34125;0;0;8;8;8;14.34125;0;9.4;-0.8;-3.12;graduado
soltero/a;1a_fase_contingente_general;2;periodismo_y_comunicacion;diurna;educacion_secundaria;130.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;tecnicos_y_profesiones_de_nivel_intermedio;122.3;si;no;si;no;mujer;no;18;no;0;6;8;6;14.142857142857142;0;0;6;6;5;12.0;0;13.9;-0.3;0.79;abandono
soltero/a;1a_fase_contingente_general;6;animacion_y_diseno_multimedia;diurna;educacion_secundaria;134.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;126.0;si;no;no;si;mujer;si;18;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;graduado
soltero/a;mayor_de_23_anos;1;agronomia;diurna;educacion_secundaria;140.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;135.4;si;no;no;si;mujer;no;24;no;0;6;10;5;11.8;0;0;6;13;4;11.25;0;12.4;0.5;1.79;matriculado
soltero/a;1a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;151.0;alemana;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_no_cualificados;146.5;no;no;no;si;mujer;si;18;si;0;6;6;6;13.333333333333334;0;0;6;6;6;14.166666666666666;0;12.7;3.7;-1.7;graduado
soltero/a;1a_fase_contingente_general;1;equicultura;diurna;educacion_secundaria;132.0;portuguesa;educacion_superior_grado;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;trabajadores_no_cualificados;121.9;si;no;no;si;mujer;no;18;no;0;6;8;6;14.5;0;0;6;9;6;12.857142857142858;0;13.9;-0.3;0.79;graduado
soltero/a;titular_de_otro_curso_superior;1;gestion_nocturno;vespertina;educacion_superior_grado_1er_ciclo;130.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;tecnicos_y_profesiones_de_nivel_intermedio;130.0;no;no;no;si;mujer;no;26;no;5;10;13;8;12.666666666666666;0;5;10;12;10;13.4;0;11.1;0.6;2.02;graduado
soltero/a;1a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;126.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;115.2;no;no;si;si;mujer;no;19;no;0;5;13;1;10.0;0;0;5;8;2;10.0;0;12.4;0.5;1.79;matriculado
soltero/a;3a_fase_contingente_general;3;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;119.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;115.2;si;no;no;si;mujer;si;19;no;0;6;10;0;0.0;0;0;6;6;0;0.0;0;12.7;3.7;-1.7;abandono
soltero/a;1a_fase_contingente_general;1;turismo;diurna;educacion_secundaria;123.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;125.1;no;no;no;si;mujer;no;19;no;0;6;12;4;11.0;0;0;6;6;4;12.5;0;16.2;0.3;-0.92;matriculado
